"day","open","high","low","close","volume","rv","return","high_low_range","lag_rv","lag_return","tr","atr14","ma7","ma14","ma30","rsi14","roc9","mean_rv_5d","sum_past_returns_3","diff_past_returns_3","weekend","rv_week","rv_month","fear_greed","vix","sp500","nasdaq","gold","google_trends","ma_50","ma_200","perc_diff","regime"
"2022-01-30",0.1427,0.1438,0.138,0.1394,7957323072,0.0242194275867088,NA,0.0058,0.0257630059443027,0.0119846341046224,0.0058,0.0131351460641232,0.140671428571429,0.146671428571429,0.156303333333333,38.2482404753326,-0.0261961882359818,0.037510981334775,-0.0028653314732864,-0.0042678562473719,1,0.037510981334775,0.0592309996691092,29,27.6599998474121,4431.85009765625,13770.5703125,1784.90002441406,78,NA,NA,NA,"Sideways"
"2022-01-31",0.1394,0.1426,0.1363,0.1415,9029134752,0.0232036286692348,0.0149522187568687,0.0063,0.0242194275867088,-0.0233970261563672,0.0063,0.0126469213452573,0.1413,0.144764285714286,0.15526,40.1500745958837,0.0793950964531158,0.0301188782310627,0.0035398267051239,0.0064051581784103,0,0.0301188782310627,0.0585557312142913,20,24.8299999237061,4515.5498046875,14239.8798828125,1795,78,NA,NA,NA,"Sideways"
"2022-02-01",0.1415,0.1444,0.1408,0.1424,9079484280,0.0203984869120349,0.00634028189458324,0.0035999999999999,0.0232036286692348,0.0149522187568687,0.0035999999999999,0.0120007126777389,0.141328571428571,0.143057142857143,0.154186666666667,40.9888873008187,0.027769673350482,0.0245121408301604,-0.0021045255049153,-0.0056443522100392,0,0.0245121408301604,0.0571877240616451,26,21.9599990844727,4546.5400390625,14346,1800.30004882812,78,NA,NA,NA,"Sideways"
"2022-02-02",0.1423,0.1466,0.135,0.1378,11419742784,0.0327853656451668,-0.0328366403983174,0.0116,0.0203984869120349,0.0063402818945831,0.0116,0.0119720903436147,0.140657142857143,0.141192857142857,0.153116666666667,38.0533080534981,0.0050927720112894,0.0252739829514896,-0.0115441397468653,-0.0094396142419499,0,0.0252739829514896,0.0532319515948855,28,22.0900001525879,4589.3798828125,14417.5498046875,1809.19995117188,78,NA,NA,NA,"Sideways"
"2022-02-03",0.1378,0.1389,0.1346,0.1369,9385115568,0.0272565551190576,-0.00655262628515496,0.0043,0.0327853656451668,-0.0328366403983171,0.0043,0.0114240838904993,0.140242857142857,0.139685714285714,0.15204,37.487609859161,-0.0379837850747371,0.0255726927864406,-0.033048984788889,-0.0215048450420237,0,0.0255726927864406,0.0530604020167324,20,24.3500003814697,4477.43994140625,13878.8203125,1803,78,NA,NA,NA,"Sideways"
"2022-02-04",0.1369,0.1459,0.1367,0.1456,12966650328,0.034017643317159,0.0616124034681824,0.0092,0.0272565551190576,-0.006552626285155,0.0092,0.0112652207554637,0.1409,0.139864285714286,0.151633333333333,45.8653875879704,0.0215211360538805,0.0275323359325306,0.0222231367847102,0.0552721215735992,0,0.0275323359325306,0.0508847389928924,20,23.2199993133545,4500.52978515625,14098.009765625,1806.59997558594,78,NA,NA,NA,"Sideways"
"2022-02-05",0.1456,0.1507,0.1447,0.1477,14911607825,0.0291833155673048,0.0143200537747485,0.006,0.034017643317159,0.0616124034681824,0.006,0.0108891335586448,0.141614285714286,0.141078571428571,0.15121,47.6878153083924,0.0549703597376241,0.0287282733121446,0.0693798309577758,0.0471566941730656,1,0.0287282733121446,0.0468259307936529,33,23.2199993133545,4500.52978515625,14098.009765625,1806.59997558594,78,NA,NA,NA,"Sideways"
"2022-02-06",0.1478,0.1559,0.1445,0.1515,16160292840,0.0349786962917538,0.0254024354120896,0.0114,0.0291833155673048,0.0143200537747485,0.0114,0.0109256240187416,0.143342857142857,0.142007142857143,0.151116666666667,50.9083772361277,0.0718257345712556,0.0316443151880884,0.101334892655021,0.0319550616972448,1,0.0316443151880884,0.0463814228003123,37,23.2199993133545,4500.52978515625,14098.009765625,1806.59997558594,75,NA,NA,NA,"Sideways"
"2022-02-07",0.1514,0.1731,0.1511,0.167,42908605968,0.0484326689936741,0.0974081874673314,0.022,0.0349786962917538,0.0254024354120897,0.022,0.0117166508745458,0.146985714285714,0.144142857142857,0.151596666666667,61.3583895054416,0.157249287933965,0.0347737758577899,0.137130676654169,0.0357957839991489,0,0.0347737758577899,0.0471665750496065,45,22.8600006103516,4483.8701171875,14015.669921875,1820.59997558594,75,NA,NA,NA,"Sideways"
"2022-02-08",0.167,0.1711,0.1529,0.1584,31559527632,0.0476603354602897,-0.0528703330364295,0.0182,0.0484326689936741,0.0974081874673313,0.0182,0.0121797472406497,0.149271428571429,0.1453,0.151836666666667,54.4347127477056,0.127775981053902,0.0388545319260363,0.0699402898429913,-0.0671903868111781,0,0.0388545319260363,0.0473883412920794,48,21.4400005340576,4521.5400390625,14194.4501953125,1826.59997558594,75,NA,NA,NA,"Sideways"
"2022-02-09",0.1583,0.1624,0.1542,0.1596,16899166992,0.0349653921873328,0.00754720563538269,0.0081999999999999,0.0476603354602897,-0.0528703330364297,0.0081999999999999,0.0118954795806033,0.152385714285714,0.146521428571429,0.1524,55.1944477657746,0.120370967932416,0.039044081700071,0.0520850600662843,-0.017855229776707,0,0.039044081700071,0.0470928054774631,54,19.9599990844727,4587.18017578125,14490.3701171875,1835.19995117188,75,NA,NA,NA,"Sideways"
"2022-02-10",0.1596,0.1607,0.15,0.1533,21804087072,0.0498394211703403,-0.0402738991379399,0.0107,0.0349653921873328,0.0075472056353826,0.0107,0.0118100881819888,0.154728571428571,0.147485714285714,0.152443333333333,50.4395296040038,0.073756786899893,0.0431753028206781,-0.0855970265389869,-0.137682086605271,0,0.0431753028206781,0.04679552776312,50,23.9099998474121,4504.080078125,14185.6396484375,1836.19995117188,75,NA,NA,NA,"Sideways"
